timestamp,power_kw,dataset,series_id
2013-08-13 13:45:00,51.462075,I-BLEND,Academic
2013-08-13 14:00:00,52.837829,I-BLEND,Academic
2013-08-13 14:15:00,53.347421,I-BLEND,Academic
2013-08-13 14:30:00,53.909150,I-BLEND,Academic
2013-08-13 14:45:00,56.048608,I-BLEND,Academic
2013-08-13 15:00:00,55.805848,I-BLEND,Academic
2013-08-13 15:15:00,54.817993,I-BLEND,Academic
2013-08-13 15:30:00,56.412379,I-BLEND,Academic
2013-08-13 15:45:00,54.359223,I-BLEND,Academic
2013-08-13 16:00:00,54.260187,I-BLEND,Academic
2013-08-13 16:15:00,54.117584,I-BLEND,Academic
2013-08-13 16:30:00,53.788520,I-BLEND,Academic
2013-08-13 16:45:00,52.222646,I-BLEND,Academic
2013-08-13 17:00:00,53.333540,I-BLEND,Academic
2013-08-13 17:15:00,49.982188,I-BLEND,Academic
2013-08-13 17:30:00,47.295462,I-BLEND,Academic
2013-08-13 17:45:00,45.021495,I-BLEND,Academic
2013-08-13 18:00:00,36.230946,I-BLEND,Academic
2013-08-13 18:15:00,34.432377,I-BLEND,Academic
2013-08-13 18:30:00,35.891703,I-BLEND,Academic
2013-08-13 18:45:00,33.010137,I-BLEND,Academic
2013-08-13 19:00:00,36.482562,I-BLEND,Academic
2013-08-13 19:15:00,38.536342,I-BLEND,Academic
2013-08-13 19:30:00,35.960748,I-BLEND,Academic
2013-08-13 19:45:00,35.087307,I-BLEND,Academic
2013-08-13 20:00:00,35.414076,I-BLEND,Academic
2013-08-13 20:15:00,35.166892,I-BLEND,Academic
2013-08-13 20:30:00,33.590420,I-BLEND,Academic
2013-08-13 20:45:00,33.099049,I-BLEND,Academic
2013-08-13 21:00:00,32.715016,I-BLEND,Academic
2013-08-13 21:15:00,32.399891,I-BLEND,Academic
2013-08-13 21:30:00,32.076970,I-BLEND,Academic
2013-08-13 21:45:00,31.748515,I-BLEND,Academic
2013-08-13 22:00:00,32.762949,I-BLEND,Academic
2013-08-13 22:15:00,32.949296,I-BLEND,Academic
2013-08-13 22:30:00,32.601923,I-BLEND,Academic
2013-08-13 22:45:00,31.842008,I-BLEND,Academic
2013-08-13 23:00:00,31.996744,I-BLEND,Academic
2013-08-13 23:15:00,30.954489,I-BLEND,Academic
2013-08-13 23:30:00,30.704095,I-BLEND,Academic
2013-08-13 23:45:00,28.199655,I-BLEND,Academic
2013-08-14 00:00:00,22.037406,I-BLEND,Academic
2013-08-14 00:15:00,22.070136,I-BLEND,Academic
2013-08-14 00:30:00,21.740601,I-BLEND,Academic
2013-08-14 00:45:00,21.410458,I-BLEND,Academic
2013-08-14 01:00:00,20.388228,I-BLEND,Academic
2013-08-14 01:15:00,20.039507,I-BLEND,Academic
2013-08-14 01:30:00,19.751953,I-BLEND,Academic
2013-08-14 01:45:00,20.038270,I-BLEND,Academic
2013-08-14 02:00:00,19.314418,I-BLEND,Academic
2013-08-14 02:15:00,17.758988,I-BLEND,Academic
2013-08-14 02:30:00,17.860405,I-BLEND,Academic
2013-08-14 02:45:00,17.818788,I-BLEND,Academic
2013-08-14 03:00:00,17.298597,I-BLEND,Academic
2013-08-14 03:15:00,17.083673,I-BLEND,Academic
2013-08-14 03:30:00,16.560464,I-BLEND,Academic
2013-08-14 03:45:00,16.347694,I-BLEND,Academic
2013-08-14 04:00:00,16.413764,I-BLEND,Academic
2013-08-14 04:15:00,16.333017,I-BLEND,Academic
2013-08-14 04:30:00,16.491043,I-BLEND,Academic
2013-08-14 04:45:00,16.202221,I-BLEND,Academic
2013-08-14 05:00:00,15.971485,I-BLEND,Academic
2013-08-14 05:15:00,15.973745,I-BLEND,Academic
2013-08-14 05:30:00,16.564383,I-BLEND,Academic
2013-08-14 05:45:00,14.874304,I-BLEND,Academic
